Date,atr,tr,cci_20,rsv_30,rsv_60,rsv_12,rsv_7,rsv_5,wr_12,macd,rsi_14,wr_3,wr_5,wr_7,wr_10,wr_14,rsi_5,rsi_60,rsi_30,rsi_3,dma,cci,kdjd,pdi,dx,close,mom_5,mom_10,mom_50,mom_60,mom_100,mom_200,mom_60_ma_5,mom_10_ma_5,mom_60_ma_10,mom_10_ma_10,mom_60_ma_20,mom_10_ma_20,mom_60_ma_50,mom_10_ma_50,mom_60_ma_100,mom_10_ma_100,mom_60_ma_200,mom_10_ma_200,ret_1d,ret_10d,ret_20d,vola_3m
2005-11-29,0.5970379973342214,0.5999989999999968,114.16461881816001,95.93141501866586,96.72408790133376,94.64780733988101,89.38531319256225,89.14268571428546,5.3521926601189955,0.8651520673358064,74.35831898929376,26.027665601832627,10.857314285714535,10.61468680743776,5.491411423631828,4.798051920667838,88.67925112055583,62.289524092512,66.56855942195054,91.57044857128125,1.737400240000106,96.31895494911112,91.45360586739757,44.758304533291486,53.17172162346628,49.799999,0.8099969999999956,3.1799999999999997,3.5499989999999997,5.549999,7.540001000000004,7.25,5.796000000000001,3.0120004000000025,5.095999999999999,2.633000400000001,3.6564997000000004,1.0389998999999996,3.869399920000001,0.7572000799999999,2.4046999199999997,0.57619999,1.0103499749999998,0.35085001000000005,-0.014056245262173639,0.037148655364430905,0.03353417738020448,0.007052967767384401
2005-11-30,0.6072494261398218,0.7399979999999999,80.37794017861064,80.94210666290927,84.38589747615825,74.42520181011278,49.142628571428304,49.142628571428304,25.574798189887215,0.8385612310241015,63.872919790956566,95.65249527445141,50.857371428571696,50.857371428571696,32.13009670393637,24.51800977465308,54.402800325427414,59.85855795822747,61.926283449483186,35.98680856742469,1.9240000800001127,60.17556959893593,87.12276875244504,38.13823398648733,34.2323022760061,49.099998,-0.22000200000000092,2.4399980000000028,2.8699980000000025,4.829997999999996,6.559996999999996,6.519995999999999,5.6119996,2.8180000000000023,5.282999899999999,2.7840002000000013,3.7789995000000003,1.2244997999999998,3.9193999200000014,0.7668000400000001,2.4506998999999996,0.61419998,1.0434999599999997,0.36064998000000004,0.02179226158013292,0.02545824950950104,0.04826890216981283,0.007279705565068462
2005-12-01,0.6488746815811851,1.1900030000000044,106.11421590317728,97.58545320212201,97.97634064080938,96.808432548706,94.14619226643505,90.24365853658507,3.191567451294011,0.8935278265818667,70.67908804244085,9.756341463414934,9.756341463414934,5.853807733564948,5.660510857767836,3.1169594197614434,73.77257613861794,62.154507868468706,65.70779617692729,73.23607853050842,2.1008000400001166,102.50082924937176,85.99078124720242,47.16603294501348,51.36315644371974,50.169998,1.019995999999999,2.389999000000003,3.109997,5.839995999999999,7.529999000000004,7.6499979999999965,5.551997999999999,2.7779996000000025,5.464999399999999,2.858000300000002,3.9314992500000003,1.3544997000000003,3.9731998200000014,0.7600000400000002,2.5066998899999997,0.6507999800000001,1.0839999349999996,0.37079997500000006,0.0029898745461380827,0.0013953359137068855,0.028104525736676322,0.007620320511289562
2005-12-02,0.6346694185586128,0.4500010000000074,103.6070383138173,99.60159362549794,99.66555178353703,99.35897415351725,99.04761814058855,98.43749877929568,0.6410258464827433,0.9383761412957128,71.48998417878711,1.5625012207043185,1.5625012207043185,0.9523818594114438,0.9345798759720494,0.5221929388027235,75.58969335324564,62.4606119625038,66.19472037251748,76.15396861320193,2.2056000600001155,106.38963845898574,86.93843534413749,42.84254321865739,52.271039557132184,50.32,0.9000020000000006,1.8400000000000034,3.9599989999999963,5.720002000000001,7.970002000000001,7.590000000000003,5.4919991999999995,2.5580000000000025,5.5479996,2.7900002000000024,4.1019995,1.4474997500000004,4.029399860000002,0.7615999800000002,2.567299919999999,0.6802000100000001,1.1236999499999996,0.37474997500000007,0.009141474562798013,-0.004570747217805926,0.05564385930047688,0.007568641870343433
2005-12-05,0.6257643172024433,0.509997999999996,115.57989668145825,99.63503642975111,99.68944089734184,99.23954401538239,98.8505733914635,98.8505733914635,0.7604559846176152,0.9995150414726623,73.87599312638405,1.6393482934796675,1.1494266085365115,1.1494266085365115,0.7812509155285401,0.46838407494152484,80.71217504380394,63.38420889029143,67.65185100634683,84.11851916210213,2.3476000600001186,130.64274092322384,88.72409424725684,47.45992100408499,60.164664859894636,50.779999,1.0399969999999925,2.3200000000000003,4.5,5.939998999999993,8.879996999999996,8.029998999999997,5.575998799999998,2.433999400000002,5.668999599999999,2.7270001000000024,4.3459996,1.6139998500000008,4.095199880000001,0.7792000000000003,2.6404998799999992,0.7206999999999999,1.1633999449999997,0.3799499800000001,0.002166207210835047,-0.011027924596847538,0.04962583792094999,0.007631312929662704
2005-12-06,0.6339241517139804,0.740002000000004,111.71977261096188,98.93424530475208,99.0894992412746,97.81810909090893,96.82529100529078,96.82529100529078,2.1818909090910665,1.044800333146945,74.4271487500774,5.660555357443107,3.174708994709223,3.174708994709223,2.2140967579694464,1.6086327077749163,81.85062677495043,63.60198389921664,67.99313517750292,85.81762762307635,2.451199780000117,126.3573707465005,90.52458809250697,43.75747736548072,62.49830303641583,50.889998999999996,1.0899999999999963,1.899996999999992,4.319998999999996,6.0,8.839999999999996,7.319998999999996,5.665998999999998,2.1779988,5.730999499999999,2.5949996000000013,4.5819997,1.7399996500000001,4.152599860000001,0.78359992,2.7139999099999996,0.7535999699999998,1.2007999399999996,0.37794996500000005,0.008449616986630382,-0.03635287947244792,0.028492847877635175,0.007648832157782629
2005-12-07,0.6322153551579268,0.610001000000004,133.93792832424552,97.0873786407767,97.36842105263158,94.47852421995351,92.62294779629009,90.62499023436484,5.521475780046489,1.1026757800485214,76.51317703022511,13.953477555443694,9.37500976563516,7.377052203709907,5.521475780046489,5.405402158917613,85.9134127806077,64.44269063659698,69.30281547262895,91.28489853796609,2.5497997800001215,163.2091979928074,91.55795865748293,49.62505033781006,69.94679833812467,51.32,2.220002000000001,2.0,5.07,6.7599990000000005,9.310002000000004,7.900002000000001,6.051999199999999,2.0899992,5.831999399999999,2.453999600000001,4.8309997,1.8974997000000002,4.216799860000001,0.7897999400000001,2.7933999099999993,0.7804999999999999,1.2439499499999995,0.377149965,0.011301675759937568,-0.037996901792673454,0.04676541309431026,0.007667138127626909
2005-12-08,0.6363430440865573,0.6900030000000044,142.72909580636136,99.24586738373041,99.26687683284457,98.65231769604252,98.26993079584776,97.57286643411028,1.3476823039574872,1.1817216511560886,79.00133235572717,2.873502444250039,2.4271335658897213,1.7300692041522379,1.7300692041522379,1.3333066666666582,89.77325648250483,65.5346555953324,70.96083472303991,95.10376883804423,2.7227997200001255,159.87850457249255,92.76300914617944,52.158297251685035,74.69218646908956,51.900002,1.730004000000001,2.75,5.100003000000001,6.940003000000004,10.010003000000005,8.57,6.2720006,2.161999399999999,5.9119993,2.469999500000001,5.077499749999999,2.05349965,4.265199920000001,0.80799994,2.877799939999999,0.8118999999999998,1.2889999649999995,0.38079995999999994,0.00963391099676647,-0.033911424512083954,0.052023042311250656,0.007705889130334657
2005-12-09,0.6623185410037777,1.0,164.72092238766731,93.40369567184811,93.40369567184811,89.27038626609442,84.93975903614458,81.41266013457981,10.729613733905587,1.270071303391262,80.8816405276605,27.777716049519867,18.587339865420194,15.06024096385542,13.020829942492199,10.729613733905587,92.10452674269868,66.43823101353183,72.29530283688355,96.87465904545645,2.914800040000131,175.954288991578,92.65593835352549,62.555761006451974,81.72228469232647,52.400002,2.0800020000000004,2.980004000000001,5.300004000000001,6.980004000000001,10.200001,8.900002,6.524001,2.3900001999999985,6.0080001,2.4740001000000005,5.29799995,2.2374998500000003,4.307800040000001,0.83400002,2.9599999599999993,0.8422000299999998,1.3319999799999998,0.38694997999999997,0.003053415913991664,-0.043511505972843256,0.03167936901987134,0.007695932735088262
2005-12-12,0.7228670739326415,1.509997999999996,167.0329920017506,85.78202269716182,85.78202269716182,74.46813263923366,68.9923175690744,66.19725808373478,25.53186736076634,1.3375808223250871,81.45393687581976,47.99987999999985,33.80274191626522,31.00768243092559,25.53186736076634,21.73909183992159,92.76429774497487,66.72214294183753,72.71043954200996,97.33697917982369,3.0795999400001293,160.61523712952663,90.58748403298019,65.53654194717421,85.8329085605098,52.560001,1.7800020000000032,2.8199989999999957,5.859999999999999,6.7400009999999995,10.100002000000003,9.030002000000003,6.684001400000001,2.4899999999999975,6.1300001,2.4619997,5.48650015,2.3994999000000004,4.355800060000001,0.8727999799999999,3.03919997,0.8694000399999999,1.3749499949999997,0.39379999,-0.017313527067855272,-0.03652971772203739,0.03748093535995167,0.007600044041854747
